Username,Create time,Teks
barengwarga,Tue Feb 18 14:46:21 +0000 2025,Kami mohon maaf atas poster yang kami buat karena mengandung kata tuli . Kami tidak bermaksud menyinggung atau merendahkan siapa pun. Kami mengakui bahwa penggunaan kata tersebut bisa dianggap sebagai ejekan atau label dengan konotasi negatif yang berdampak buruk pada
barengwarga,Tue Feb 18 09:47:13 +0000 2025,Warga Ramaikan instagram! #IndonesiaGelap https://t.co/sZy4ftaPBj
barengwarga,Tue Feb 18 16:38:09 +0000 2025,
barengwarga,Tue Feb 18 16:49:05 +0000 2025, Jika negara ingin kita cerdas dan kritis maka negara harusnya memberikan pendidikan gratis bukan makan gratis Merinding bgt Anak SMP di Papua iya SMP. #IndonesiaGelap https://t.co/ARKaoLQ4Sg
barengwarga,Tue Feb 18 16:11:07 +0000 2025,Jelas kalau kami marah kamu dipercaya susah. #IndonesiaGelap
barengwarga,Tue Feb 18 17:29:15 +0000 2025,Tadi banyak lewat di TL warga ngelakuin inisiatif mandiri: crowdfund sama mutualnya ada yang inisiasi bikin guideline panduan aksi cari temen berangkat aksi bareng cari info aksi di daerahnya bikin puisi bikin design bikin press release berbagai macam bahasa dan banyak yang
barengwarga,Tue Feb 18 16:09:20 +0000 2025,https://t.co/FBhAvuNlng
barengwarga,Tue Feb 18 14:52:33 +0000 2025,Mohon jangan lelah untuk mengingatkan dan kritisi kami ya warga kami berterima kasih karena banyak yang peduli dan mengingatkan kami 
barengwarga,Tue Feb 18 09:32:27 +0000 2025,@NasaStarss 21 Februari 2025 Cuti Bersama Mark your calendar. https://t.co/90E8sbAjAO
barengwarga,Tue Feb 18 14:49:39 +0000 2025,Kami Juga mohon maaf tentang salah tulis akronim PPRT sebelum di revisi. Semoga dapat menjadi pembelajaran bagi kami 
barengwarga,Tue Feb 18 09:31:22 +0000 2025,@BudiBukanIntel @sugondese6666 alhamdulilah bukan gw ini ya martirnya guys --&gt; @BudiBukanIntel
barengwarga,Tue Feb 18 15:31:14 +0000 2025,@salam4jari @BudiBukanIntel @sugondese6666 Padahal cuma tukang marah marah 
barengwarga,Tue Feb 18 09:34:04 +0000 2025,@coldthem @knpharuspeduli
barengwarga,Tue Feb 18 16:39:15 +0000 2025,@blackkuromee @kastratofe @eyesofaquila @ikuyoikusan @peritapimenulis @knpharuspeduli Kabariin kalau nanti sudah di tempel tempein 
barengwarga,Tue Feb 18 17:46:03 +0000 2025,@intinyadeh Semangat min kalau udah ada kabarii
barengwarga,Tue Feb 18 16:58:14 +0000 2025,@Billiardoo Bikin sticker dan tempel tempelin jugaa
barengwarga,Tue Feb 18 16:54:14 +0000 2025,@abin84_ Bagus bgt ini
barengwarga,Tue Feb 18 17:54:10 +0000 2025,@poni_catrik Meng 
barengwarga,Tue Feb 18 09:46:06 +0000 2025,@slythheryn Done
barengwarga,Mon Feb 17 12:51:00 +0000 2025,Live di instagram @NarasiNewsroom #IndonesiaGelap https://t.co/wSwzBaSlmU
barengwarga,Mon Feb 17 13:04:16 +0000 2025, Sumatera Barat https://t.co/5Ru6COMOg2
barengwarga,Mon Feb 17 12:54:07 +0000 2025,Malang https://t.co/QQklckBWf8
barengwarga,Mon Feb 17 15:27:42 +0000 2025,Warga sipil sekalian tanggal 21 februari jumat ini mari kita cuti bersama turun ke jalan. Gimana siap? Mengundang @YLBHI @LBH_Jakarta @amnestyindo @KontraS @pekerjakampus @salam4jari @persatuanburuh @TrendAsia_Org dan semua rakyat sipil dan netijen.
barengwarga,Mon Feb 17 12:40:12 +0000 2025,RALAT CUY MASIH BERTAHAN SETENGAH MASSA AKSI #IndonesiaGelap
barengwarga,Mon Feb 17 12:53:39 +0000 2025,Info aksi #IndonesiaGelap Selasa 18 Januari besok di berbagai daerah:
barengwarga,Mon Feb 17 15:06:30 +0000 2025, Semarang https://t.co/jADljiHEL8
barengwarga,Mon Feb 17 15:06:58 +0000 2025,@sugondese6666 Inin gon @sugondese6666 cetak poster bung amba ya https://t.co/MOCnJudVgI
barengwarga,Mon Feb 17 15:58:42 +0000 2025,@enoliska_ Aku sih 21 Yes gatau mas anang.
barengwarga,Mon Feb 17 15:45:19 +0000 2025,@Heru1010Heru Ngomong apaan sih gajelas 
barengwarga,Mon Feb 17 15:48:09 +0000 2025,@safaidxfr @YLBHI @LBH_Jakarta @amnestyindo @KontraS @pekerjakampus @salam4jari @persatuanburuh @TrendAsia_Org Pasti setelah jumatan dong
barengwarga,Mon Feb 17 15:33:09 +0000 2025,@Heru1010Heru Lu akun penjilat rezim ngapain follow gw sih 
barengwarga,Mon Feb 17 15:47:46 +0000 2025,@lwyerasf Ayooo bawa temen sekolahmu
barengwarga,Mon Feb 17 15:34:14 +0000 2025,Yuuk ah ka eno @enoliska_
barengwarga,Mon Feb 17 15:37:32 +0000 2025,@enoliska_ Submit cutinya malem ini guys maksimal besok lah jadi ada buffer.
barengwarga,Mon Feb 17 09:47:19 +0000 2025,Rombongan massa aksi komplit! VIVA LA RESISTANCE!! #IndonesiaGelap https://t.co/Ni56u5ogdr
barengwarga,Mon Feb 17 09:50:55 +0000 2025,Kabinet GEMOY berulah. #IndonesiaGelap https://t.co/GyLq6oq0I8
barengwarga,Mon Feb 17 09:56:12 +0000 2025,Gudang Masalah #IndonesiaGelap https://t.co/Ckanj6yOzk
barengwarga,Mon Feb 17 10:04:17 +0000 2025,Situasi terkini aksi #IndonesiaGelap https://t.co/KMy27jK5NB
barengwarga,Mon Feb 17 09:19:40 +0000 2025,#IndonesiaGelap JAKARTA Akses jalan menuju istana ditutup oleh @DivHumas_Polri https://t.co/ew2765587I
barengwarga,Mon Feb 17 09:30:54 +0000 2025,Massa Aksi Surabaya dihujani gas air mata. #IndonesiaGelap https://t.co/kKa1oFQPsA
barengwarga,Mon Feb 17 10:05:03 +0000 2025,Peluru tajam di aksi tolak MBG pelajar papua @amnesty @YLBHI https://t.co/LeKs173FFr
barengwarga,Mon Feb 17 09:54:46 +0000 2025,#IndonesiaGelap Jakarta. https://t.co/hmDbgj2zCj
barengwarga,Mon Feb 17 09:30:33 +0000 2025,Konvoi TRISAKTI menuju titik aksi. #IndonesiaGelap https://t.co/Jk566vSHS4
barengwarga,Mon Feb 17 09:34:12 +0000 2025,Massa Aksi Trisakti merangsek masuk dari barricade parcok#IndonesiaGelap https://t.co/Ye5ddslrvT
barengwarga,Mon Feb 17 09:17:23 +0000 2025,Wok dicariin mahasiswa wok @prabowo https://t.co/qAC3br6m78
barengwarga,Mon Feb 17 09:41:31 +0000 2025,REVOLUSI REVOLUSI REVOLUSI
barengwarga,Mon Feb 17 09:37:52 +0000 2025,Mahasiswa UI akhirnya tiba di titik aksi #IndonesiaGelap https://t.co/4yl0rC0OXy
barengwarga,Mon Feb 17 09:01:08 +0000 2025,@EXCOPARTAIBURUH Aspirasi pada PB? Singkat saja https://t.co/T1Rg5x3fbr
barengwarga,Mon Feb 17 09:48:10 +0000 2025,Ini belom kefoto bagian sebrangnya rame bener 
barengwarga,Tue Feb 18 06:24:22 +0000 2025,@walhinasional @YLBHI @LBH_Jakarta @amnestyindo @KontraS @pekerjakampus @salam4jari @persatuanburuh @TrendAsia_Org Boleh dong Min Walhi 
barengwarga,Mon Feb 17 09:00:48 +0000 2025,Coba kita ramein di reply tweetnya 
barengwarga,Mon Feb 17 08:22:39 +0000 2025,#IndonesiaGelap JAKARTA sebagian masih berkumpul di TIM dan segera march menuju Istana Negara. https://t.co/EFbC79xWnd
barengwarga,Mon Feb 17 08:36:06 +0000 2025,JAKARTA bergerak dari TIM menuju ISTANA NEGARA #IndonesiaGelap https://t.co/PO4p441BtH
barengwarga,Mon Feb 17 08:01:59 +0000 2025,#IndonesiaGelap Surabaya. https://t.co/X7eVl9Gvtr
barengwarga,Mon Feb 17 08:36:45 +0000 2025,#IndonesiaGelap https://t.co/sK4IhGzimk
barengwarga,Mon Feb 17 08:26:13 +0000 2025,Pelajar SMA PAPUA beberapa orang ditangkap oleh parcok tanpa alasan yng jelas. https://t.co/zsA08yplf8
barengwarga,Mon Feb 17 07:58:42 +0000 2025,#IndonesiaGelap Bandung.
barengwarga,Mon Feb 17 08:45:48 +0000 2025,#IndonesiaGelap JAKARTA Harmoni. Mahasiswa Trisakti dicegat dan dihalangi oleh polisi. Biar apa? @DivHumas_Polri https://t.co/k7hPkBrS3a
barengwarga,Mon Feb 17 08:00:51 +0000 2025,#IndonesiaGelap Bali.
barengwarga,Mon Feb 17 08:42:03 +0000 2025,#IndonesiaGelap Jakarta perlahan sampai di Istana Negara.
barengwarga,Mon Feb 17 08:17:04 +0000 2025,#IndonesiaGelap PAPUA menolak MBG dan menuntut pendidikan gratis. dipaksa bubar parcok.
barengwarga,Mon Feb 17 08:00:30 +0000 2025,#IndonesiaGelap Samarinda
barengwarga,Mon Feb 17 05:02:24 +0000 2025,@Bl3ss3dSoul Ngapain musing penyusup? Itu mah keniscayaan
barengwarga,Mon Feb 17 16:14:07 +0000 2025,@arifyunan @YLBHI @LBH_Jakarta @amnestyindo @KontraS @pekerjakampus @salam4jari @persatuanburuh @TrendAsia_Org Ayoo
barengwarga,Mon Feb 17 05:03:07 +0000 2025,@erkaaw You miss the point mas.
barengwarga,Mon Feb 17 04:48:31 +0000 2025,@paristiawangN Masih jalan ke titik aksi patung kuda
barengwarga,Mon Feb 17 08:13:40 +0000 2025,Ada bung rocky 
barengwarga,Mon Feb 17 07:55:35 +0000 2025,@waaaanjim @indrakusuma Please define penumpang gelap? 
barengwarga,Wed Feb 26 16:55:57 +0000 2025,2.040 KK dari 6 desa di Labuhanbatu Utara (korban penggusuran paksa 1969 1970 oleh PT SMART) terancam eksekusi pengosongan lahan pada 28 Februari 2025 berdasarkan putusan PN Rantau Prapat. Mereka menolak putusan ini karena dianggap mengabaikan sejarah kepemilikan tanah (±3.000 https://t.co/xuyselvuIh
barengwarga,Sun Feb 23 18:09:55 +0000 2025,Ibu @sumarsih11 @dipanggilwawan https://t.co/Fm71y7gvtq https://t.co/L7IYhH0CVN
barengwarga,Thu Feb 20 08:37:49 +0000 2025,Warga yang punya footage aksi hari ini boleh dibagi ya biar bisa dibagi ke platform lain juga. Kalau kalian punya akun di platform lain juga bisa ikut bagiin kontennya ini bukan soal seberapa kecil atau besar akun kalian ya siapa saja bisa menjadi bagian dari aksi!
barengwarga,Thu Feb 27 03:39:23 +0000 2025,Terima kasih warga yg memberikan saran narasumber untuk diskusi Danantara! Kami mengundang Bhima Yudhistira @BhimaYudhistira dari @celios_id Muhammad Ridha @muh_ridha dari @EXCOPARTAIBURUH dan Yassar Aulia @yassaraulia dari @antikorupsi untuk membahas apa itu Danantara serta https://t.co/xF0yDTl3Pa
barengwarga,Thu Feb 20 13:10:37 +0000 2025,Liputan dari media Taiwan tentang #IndonesiaGelap ! Ayo bikin mendunia!!
barengwarga,Wed Feb 26 08:51:33 +0000 2025,Danantara untuk pembangunan sarang wallet https://t.co/dzaSNAiOkb
barengwarga,Fri Feb 21 07:36:05 +0000 2025,Long March menuju Patung Kuda buat yang masih di jalan ditunggu di Patung Kuda ya! #IndonesiaGelap https://t.co/NI40hNihCy
barengwarga,Sat Feb 22 09:31:44 +0000 2025,P revisi @wordfangs maafin &amp; hbd yaa bang . supported by sound HOREG dari sipirok music call 081219413540 https://t.co/I8ayHj5OLU
barengwarga,Thu Feb 20 09:18:37 +0000 2025,Momen warga bantu warga! kita semua bisa ambil peran! Terima kasih warga! Terima kasih kak @caramaelkissies
barengwarga,Sun Feb 23 08:20:17 +0000 2025,Pernyataan sikap: https://t.co/tSu8SjRkxN https://t.co/x76rkHMpkn
barengwarga,Mon Feb 24 15:57:26 +0000 2025,Gini mulu mainannya~ emang kurang apa usaha mazzini? https://t.co/8zkLWerRSm
barengwarga,Fri Feb 21 02:52:29 +0000 2025,Kata kata hari ini https://t.co/8VbI9bwfQi
barengwarga,Tue Feb 25 05:18:23 +0000 2025,Hidup Perempuan yang Melawan Berita yang menyoroti peran para perempuan hebat dalam aksi #IndonesiaGelap dengan penuh semangat dan keberanian. 
barengwarga,Thu Feb 20 08:29:49 +0000 2025,@Kawi81452052 Keluar konteks apanya sih?
barengwarga,Wed Feb 26 08:06:06 +0000 2025,Diskusi Bareng Warga: Apa itu Danantara serta Risiko dan Tantangan dalam Pengelolaannya? Narasumber TBA. https://t.co/N65W4FO7Ja
barengwarga,Sat Feb 22 16:46:06 +0000 2025,Ada yang bisa bikin list ada pimred media apa aja?
barengwarga,Sat Feb 22 14:54:00 +0000 2025,Mungkin banyak yang belum tau juga selain aksi #IndonesiaGelap kemarin aliansi Masyarakat Untuk Keadilan Pajak mendaftarkan mengajukan gugatan terhadap Undang-Undang Nomor 7/2021 tentang Harmonisasi Peraturan Perpajakan alias UU HPP ke Mahkamah Konstitusi (MK) Mohon doanya
barengwarga,Thu Feb 27 10:11:13 +0000 2025,Ternate mahasiswa dan jurnalis dipukul Satpol PP saat aksi #IndonesiaGelap. https://t.co/Wijh13yekS
barengwarga,Thu Feb 20 12:03:30 +0000 2025,Mimin hadir disini mari bergabung! #IndonesiaGelap
barengwarga,Sat Feb 22 10:57:03 +0000 2025,Efisiensi tapi pejabatnya main tengtara tengtaraan abis 13 Milyar @prabowo? https://t.co/ZZ6BaPzcSw
barengwarga,Thu Feb 20 06:17:36 +0000 2025,@barengwarga mengecam intimidasi @DivHumas_Polri kepada musisi Sukatani Punk menghapus lagu Bayar Bayar Bayar lagu merupakan bagian dari kebebasan berekspresi! https://t.co/LWh6B9RT42
barengwarga,Thu Feb 20 04:04:52 +0000 2025,3 Posko Medis dan 3 Posko recharge energy terwujud karena bantuan kolektif kawan kawan yang donasi dan @nctzenhumanity #WargaBantuWarga
barengwarga,Thu Feb 20 04:06:50 +0000 2025, Surabaya! #IndonesiaGelap
barengwarga,Thu Feb 20 04:12:48 +0000 2025,Sampai jumpa hari jumat kawan kawan dosen dan pekerja kampus @pekerjakampus &amp; @tukin_dosenASN #IndonesiaGelap
barengwarga,Thu Feb 20 06:19:52 +0000 2025,JOGJA MENYALA #IndonesiaGelap 
barengwarga,Thu Feb 20 04:08:17 +0000 2025,Kalau belum jelas: Pejabat publik minta rakyat mati saja! #IndonesiaGelap
barengwarga,Sat Feb 22 10:01:06 +0000 2025,Rispek banget sama kak @kirarance makasih sudah hadir ya https://t.co/iL5CyAJHdQ
barengwarga,Sun Feb 23 15:34:59 +0000 2025,Donasi untuk paramedis jalanan untuk aksi besok di Makassar: https://t.co/7YlYy8wX9C
barengwarga,Sat Feb 22 15:10:02 +0000 2025,Berarti kemarin copot copot pager itu cuma akrobat ya? Lagi lagi negara cium kaki oligarki. https://t.co/ZidHPAe93B
barengwarga,Sun Feb 23 15:22:21 +0000 2025,Makassar Sampai jumpa dijalan besok https://t.co/Bn9v2RZvW5
barengwarga,Sun Feb 23 04:50:04 +0000 2025,Kita mau buka twitter space nih soal Danantara menurut warga siapa narsum yang perlu kita ajak?
barengwarga,Sun Feb 23 06:36:50 +0000 2025,Aku setuju warga kita perlu belajar banyak untuk perlu mengurangi pengkultusan berlebih figur politik. Kita cenderung defensif dan tidak mengkritisi ketika mengidolakan secara fanatik figur politisi tersebut. Cuma mau ngingetin politician is politician dan ingatlah selama ini
barengwarga,Thu Feb 20 04:45:30 +0000 2025,Melawan dari sekolahan Ditunggu SMA lainnya #IndonesiaGelap
barengwarga,Thu Feb 20 09:42:37 +0000 2025,Oke gweh rispek kalo gitu #IndonesiaGelap
barengwarga,Tue Feb 25 08:32:03 +0000 2025,Orang-orang tamak ini tak pernah puas seberapa pun kekayaan yang sudah mereka rampas.
barengwarga,Tue Feb 25 08:35:25 +0000 2025,MBG Hari ini #AwasiMBG https://t.co/5uHns26aBe
barengwarga,Mon Feb 24 15:34:25 +0000 2025,Aksi Kamisan di New York perdana! @AksiKamisan @KontraS
barengwarga,Fri Feb 21 08:42:55 +0000 2025,Kita usahakan aksi massa yang inklusif itu be safe dan selalu perhatikan sekeliling yang mungkin membutuhkan bantuan ya teman-teman. Kita cuma punya semasa️ #IndonesiaGelap
barengwarga,Thu Feb 27 09:54:56 +0000 2025,https://t.co/FtMwrXitbZ Update dari Makassar @AliansiUnhas. TIM LBH Makassar diintimidasi dan dipiting dari anggota Polrestabes Makassar ketika hendak memberikan akses bantuan hukum terhadap 12 massa aksi #IndonesiaGelap yang ditahan pada (25/02/25).
barengwarga,Tue Feb 25 15:41:02 +0000 2025,Introduce yourself with 4 games! https://t.co/nB7W6ScHdr
barengwarga,Thu Feb 20 04:13:28 +0000 2025,Efisienshit #IndonesiaGelap
barengwarga,Thu Feb 20 06:26:36 +0000 2025,@DivHumas_Polri Sampe musik aja direcokin asu 
barengwarga,Thu Feb 27 08:40:14 +0000 2025,Live report: alat-alat berat dan tentara juga polisi sudah datang untuk menggusur dan mengusir warga padang halaban sudah berdatangan https://t.co/PzNZ4yIlVJ
barengwarga,Fri Feb 21 06:53:04 +0000 2025,Warga yang masih di TIM #IndonesiaGelap https://t.co/ZmSr9vrPSo
barengwarga,Fri Feb 21 08:16:11 +0000 2025,Hidup perempuan yang melawan! ️ #IndonesiaGelap
barengwarga,Mon Feb 24 13:39:37 +0000 2025,Jam 20:30 WIB di Makassar massa aksi masih bertahan. https://t.co/QNQvhZhY4q
barengwarga,Fri Feb 21 17:06:42 +0000 2025,Big thanks @lievvv4 sudah bantu mantau via cctv dan kasih kami info keamanan 
barengwarga,Tue Feb 25 15:43:05 +0000 2025, Kepala Negara juga mengungkapkan bahwa Indonesia jauh lebih unggul dari sejumlah negara dari sisi prediksi ekonomi. Lu presiden apa tarot reader dah? #IndonesiaGelap
barengwarga,Thu Feb 20 13:58:15 +0000 2025,@bijakmemantau Terima kasih mimin sudah inisiasi dan undang kami 
barengwarga,Fri Feb 21 08:29:07 +0000 2025,Ini yang ditunggu-tunggu anthem aksi kali ini Bayar Bayar Bayar! #KamiBersamaSukatani #IndonesiaGelap
barengwarga,Sat Feb 22 10:58:00 +0000 2025,Seburuk buruknya pemerintahan terpampang nyata.
barengwarga,Fri Feb 21 05:48:58 +0000 2025,Bagi yang sudah di TIM bingung kumpul ke mana bisa merapat ke dekat mobil komando gelap ini aja ya gabung sama yang udah kumpul di sana. #IndonesiaGelap https://t.co/MzRI6joMWy
barengwarga,Sun Feb 23 06:41:53 +0000 2025,Tbh aku ga peduli mereka bersuara apa engga ya cuma ini yang aku terjemahkan dari bang @niwseir adalah pengingat kita cuma punya sesama warga sipil dan tidak perlu mengkultuskan berlebih suatu figur.
barengwarga,Sun Feb 23 17:12:50 +0000 2025,Semua data di atas tentunya bersumber dari sumber primer pemerintah dan dapat diakses melalui: 1. Sistem Informasi Rencana Umum Pengadaan (SIRUP) milik Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP). 2. Layanan Pengadaan Secara Elektronik (LPSE).
barengwarga,Fri Feb 21 07:09:56 +0000 2025,Bagi yang belum makan siang silakan dateng ke spot dari temen-temen @nctzenhumanity ini ya jangan sampai kehabisan energi jaga diri jaga kawan! #IndonesiaGelap
barengwarga,Thu Feb 20 14:35:56 +0000 2025,@Tersenyumlaah_ Bisa dicek serangkaian twit ini ya kak. Sudah disematkan di TL kami :) https://t.co/3y5LMaJnBA
barengwarga,Thu Feb 20 13:45:29 +0000 2025,Panduan dari safenet: https://t.co/1tGCOLq4ti
barengwarga,Thu Feb 20 13:20:31 +0000 2025,Angkat tangan coba yang wajahnya masuk footage media Taiwan ini!
barengwarga,Fri Feb 21 12:27:37 +0000 2025,Teman-teman amankan diri dan barisan ya jangan sampai sendirian. Kalau gak yakin aman mundur aja. Perhatiin teman-temannya yang lebih rentan.
barengwarga,Sun Feb 23 18:11:47 +0000 2025,Dilanjutkan dengan lagu ini sedikit sentimentil: https://t.co/qWonA9BI5n
barengwarga,Thu Feb 20 11:55:19 +0000 2025,Ayo belajar bareng sebelum aksi!
barengwarga,Mon Feb 24 03:08:12 +0000 2025,Per hari ini Danantara akan mulai beroperasi sebagai sebuah institusi finansial negara. sejak 18 Februari 2025 ditemukan gerakan penarikan uang massal memindahkan ke bank swasta semakin ramai karena ketidakpercayaan dan nasabah atas dana yang akan diputarkan. Belakangan ini
barengwarga,Mon Feb 24 18:40:31 +0000 2025,16 massa aksi #IndonesiaGelap ditahan di Polrestabes Kota Makassar.
barengwarga,Tue Feb 25 15:16:12 +0000 2025,MBG hari ini (4) #AwasiMBG. Nasi rolade tahu kacang panjang pisang. https://t.co/jdEFit68D8
barengwarga,Fri Feb 21 04:53:58 +0000 2025,Bang @irwndfrry https://t.co/MLgPxOT7W8
barengwarga,Fri Feb 21 07:16:57 +0000 2025,HAUS itu Snya Supremasi Sipil! #IndonesiaGelap
barengwarga,Sun Feb 23 03:26:48 +0000 2025,Jangan salah sasaran dalam kritik media! Apalagi sampai doxxing gitu. Jurnalis lapangan sering kali: - Tak punya kuasa atas berita yang dipublikasikan. - Bekerja dengan upah minim tapi risiko tinggi di lapangan. - Berita kritis yang mereka tulis sering diedit atau
barengwarga,Mon Feb 24 11:08:48 +0000 2025,Ayo jangan mau kalah sama fufufafa kita turun ke kantong daerah warga perjuangan butuh regenerasi kumpulin anak anak SMP/SMA untuk di edukasi 
barengwarga,Fri Feb 21 00:18:29 +0000 2025,Imbauan bagi teman-teman selama aksi: - Mohon tidak merokok/ menghisap vape di tengah kerumunan aksi (bisa melipir dulu ke pinggir). - Menutup wajah dengan masker jika tidak ingin tertangkap kamera siapapun. - Memperhatikan sekitar jika ada teman-teman dari masa atau
barengwarga,Fri Feb 21 02:48:12 +0000 2025,Pagi warga! Kami menghimbau lagi untuk membawa kebutuhan untuk kenyamanan dan keamanan aksi #IndonesiaGelap hari ini! Sampai menang!
barengwarga,Fri Feb 21 07:41:23 +0000 2025,Ayo kasih tunjuk poster yang teman-teman bawa! #IndonesiaGelap
barengwarga,Sun Feb 23 08:58:17 +0000 2025,@niwseir Bang pukul ke atas aja bang jangan horizontal 
barengwarga,Fri Feb 21 09:12:06 +0000 2025,Berwarna di tengah kegelapan #IndonesiaGelap
barengwarga,Mon Feb 24 13:31:31 +0000 2025,Saat mendengar investigasi penjualan benda purbakala langsung teringat: Lambang Babar Purnomo yang meninggal di bunuh.
barengwarga,Sun Feb 23 07:37:04 +0000 2025,Pertama pertama harus gugat aturan demonstrasi gak boleh sampe malam hari ke Mahkamah Agung.
barengwarga,Mon Feb 24 03:55:34 +0000 2025,@bakuldimsum_ Tetap semangat kak menurutku pribadi memang bukan salah kakak juga sebenarnya terima kasih sudah jauh jauh nganterin dimsum ya kak nanti aku pesan lagi enak 
barengwarga,Fri Feb 21 12:59:26 +0000 2025,Jangan terlibat dalam aksi apapun dengan kelompok manapun yang terlihat baru datang!
barengwarga,Wed Feb 26 08:47:24 +0000 2025,Salute inisiatifnya bang @andikamalreza untuk mengumpulkan pasukan melawan disinformasi di tiktok 
barengwarga,Fri Feb 21 08:58:36 +0000 2025,Buat yang bawa jas hujan plastik lebihan bagi-bagi ya nanti bekasnya jangan dibuang sembarangan tapi stay safe semua! #IndonesiaGelap
barengwarga,Sun Feb 23 07:57:59 +0000 2025,@wekimiler Iya kak kejadiannya ini butir butir tersebut dari hasil konsolidasi koalisi masyarakat sipil H-1 yang kami tidak masuk dalam perumusannya. jadi kami @barengwarga punya tuntutan resmi sendiri dan ada yang versi koalisi masyarakat sipil. Memang terlalu banyak masalah makanya
barengwarga,Sun Feb 23 04:21:07 +0000 2025,Senin kita mulai lagi #AwasiMBG! memangil seluruh kontributor untuk bersiap mendokumentasikan MBG di daerah kalian 
barengwarga,Fri Feb 21 07:31:15 +0000 2025,Buat temen-temen yang butuh footage aksi hari buat dipost di tiktok dan IG ini boleh pantengin thread ini ya jangan lupa kasih credit ke teman-teman Progresip! Ayo! #IndonesiaGelap https://t.co/dVGEo0BHM7
barengwarga,Sat Feb 22 18:56:54 +0000 2025,Tidur dulu ah biar paginya bisa dateng laskar prabowo peace walk https://t.co/Ga51bOQmEd
barengwarga,Fri Feb 21 06:08:10 +0000 2025,Ditunggu sampai jam 13.30 ya warga yang mau barengan berangkat dari TIM ayo kumpul di TIM! #IndonesiaGelap
barengwarga,Fri Feb 21 08:19:07 +0000 2025,Info penting! #IndonesiaGelap
barengwarga,Fri Feb 21 11:14:05 +0000 2025,Hari semakin gelap teman-teman jangan terpisah dari kawan yang butuh minum atau makan datangi posko-posko yang tersedia. Tetap jaga diri jaga kawan. #IndonesiaGelap
barengwarga,Fri Feb 21 08:35:22 +0000 2025,Info dari Jogja #IndonesiaGelap
barengwarga,Fri Feb 21 15:36:56 +0000 2025,Warga kabari teman kalian jika ada yang hilang atau mendapati kekerasan / kecelakaan saat aksi #IndonesiaGelap hari ini di tweet ini ya
barengwarga,Fri Feb 21 07:12:51 +0000 2025,Bagi yang nanyain liputan aksi #IndonesiaGelap hari ini bisa pantengin thread ini ya:
barengwarga,Sat Feb 22 11:13:38 +0000 2025,Karena propam tidak menjalankan fungsinya dengan baik maka biarkan sipil yang ambil alih pemantauan kinerja aparat konten lebih banyak bisa mampir instagram @/pantauaparat
basebuku,Tue Feb 18 10:10:07 +0000 2025, Laut Bercerita ️ Indonesia apa yang kalian alami sekarang? Indonesia gelap Laut. https://t.co/0Kdao4TOc1
BBCIndonesia,Mon Feb 17 12:14:32 +0000 2025,Kumpulan foto-foto aksi #IndonesiaGelap di Jakarta pada Senin (17/02). Para mahasiswa mendesak pemerintah bertanggung jawab atas situasi negara yang mereka sebut memburuk. https://t.co/TLw6JJ3nym https://t.co/MI5rO8gjVW
walhinasional,Fri Feb 21 09:57:55 +0000 2025,Hari ini di aksi #IndonesiaGelap warga turun ke jalan atas begitu banyak rentetan kebijakan negara yang justru menyengsarakan warganya sendiri. Efisiensi anggaran 20 juta hektar hutan untuk pangan dan energi RUU Minerba yang dikebut semalam pendidikan dan kesehatan yang https://t.co/QvDXNHkbmT
Fayalet,Tue Feb 25 08:52:09 +0000 2025, 5 years? Your government won't last that long. A documentary of Dark Indonesia movement ( Indonesia Gelap ) a week-long mass protest on its peak to stand up against the established policies : EOS M6 (Lens EF 55-200mm B+W Filter) : Duster - Want No Light to Shine https://t.co/mH3OAJW6NZ
AirinDatangLagi,Mon Feb 17 08:16:57 +0000 2025,Melihat apa yg terjadi saat ini.. Melihat Hukum yg sudah tak lagi menjadi Panglima Tertinggi membuat kita semakin Miris.. Mulai dari Pelemahan KPK hingga skrng lg Hangat2nya soal RUU Kejaksaan.. Ini membuat org semakin yakin bahwa #IndonesiaGelap itu benar2 Nyata..!! https://t.co/b1VSgWAefb
hanavirus,Mon Feb 17 11:05:09 +0000 2025, Hari ini mahasiswa kembali melakukan Demo Indonesia Gelap dengan lima buah tuntutan. Salah satunya menuntut pembatalan Inpres terkait efisiensi anggaran. #IndonesiaGelap #indonesia https://t.co/NYVJEeSiAS
RanggaWidigda,Mon Feb 17 10:36:10 +0000 2025,#IndonesiaGelap seharusnya jadi tamparan yang sangat keras untuk pemerintah. Belom ada setahun menjabat mereka udah berhasil bikin masyarakat pesimis sama masa depan bangsa. https://t.co/L46trfFiyF
yaniarsim,Wed Feb 26 11:00:51 +0000 2025,Gelap Gempita Indonesia. Habis korupsi 300 T Terbitlah 193 7 T Siap-siap Danantara #IndonesiaGelap https://t.co/yZm3NBOvql
ainascnrrmt,Mon Feb 17 11:33:19 +0000 2025,#IndonesiaGelap terlalu banyak hal ngga adil bahkan untuk orang yg punya kesempatan lebih dari yang lain nya di mulai dari sulit nya cari kerja walaupun dia pintar sampai sulit nya mencari gas untuk memasak. Kalo udah gini salah siapa? Masih rakyat nya atau justru penguasa nya? https://t.co/OemCKJvk2K
